id,name,street,zip_code,city
Postfiliale 625dresdner str. 19701640coswig,brockwitzer einkaufsmarkt,dresdner str. 197,01640,coswig
Postfiliale 485meißner str. 7301689niederau,autohaus niederau,meißner str. 73,01689,niederau
DHL Paketshop 495alte str. 101665klipphausen,landmaxx bhg gmbh-markt klipphausen,alte str. 1,01665,klipphausen
Postfiliale 643freiberger str. 901723mohorn,schüs-shop lotto & blumen,freiberger str. 9,01723,mohorn
Postfiliale 677niederauer str. 4301662meißen,lotto-zeitschriften-tabakwaren,niederauer str. 43,01662,meißen
Packstation 114fabrikstr. 14a01662meißen,aldi markt,fabrikstr. 14a,01662,meißen
Postfiliale 562niederauer str. 1601662meißen,lotto zeitschriften post bürobedarf,niederauer str. 16,01662,meißen
Packstation 224fabrikstr. 1401662meißen,aldi markt,fabrikstr. 14,01662,meißen
Postfiliale 664wilsdruffer str. 1901662meißen,nah + gut,wilsdruffer str. 19,01662,meißen
DHL Paketshop 492fabrikstr. 201662meißen,fernseh dressler,fabrikstr. 2,01662,meißen
Postfiliale 701ossietzkystr. 1a01662meißen,getränkequelle,ossietzkystr. 1a,01662,meißen
DHL Paketshop 546berghausstr. 701662meißen,toom baumarkt torsten melzer ohg,berghausstr. 7,01662,meißen
DHL Paketshop 734neumarkt 501662meißen,mf electronic meißen gmbh,neumarkt 5,01662,meißen
Paketbox poststr. 2601662meißen,,poststr. 26,01662,meißen
Postbank Filiale 561poststr. 2601662meißen,N/A,poststr. 26,01662,meißen
Packstation 151neumarkt 4201662meißen,"aldi markt, seitenwand links",neumarkt 42,01662,meißen
Packstation 167poststr. 1101662meißen,lidl markt,poststr. 11,01662,meißen
Packstation 186rosa-luxemburg-str. 301662meißen,penny markt,rosa-luxemburg-str. 3,01662,meißen
DHL Paketshop 684wettinstr. 201662meißen,an- und verkauf für kindermode,wettinstr. 2,01662,meißen
DHL Paketshop 429schützestr. 101662meißen,tabak + presse zimmermann,schützestr. 1,01662,meißen
Postfiliale 631dippoldiswalder str. 501774klingenberg,blumen-röhringer,dippoldiswalder str. 5,01774,klingenberg
